Error,TV_B1,TV_F0,TV_HAF_1,TV_HAF_2,TV_HAF_3,TV_HAF_4,TV_HAF_5,TV_HAF_6,TV_HAF_7,TV_HAF_8,TV_HAF_9,TV_HAF_10,TV_HAF_11,TV_HAF_12,TV_HAF_13,TV_HAF_14,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,S_11,S_12,S_13,S_14,S_15
0.293599713409486,4.43814565986799e-07,1.16644450720047e-07,4.02091358861508,6.48754829555828,6.3787437136813,4.90713481062053,4.30883259940762,4.77991443583242,8.84214529903723,7.4033052012214,5.92832936975273,11.9577374113852,10.2884417985073,87.2358845799303,15.5731484705383,11.5247476155163,0.00454759290771614,2.98903085110868,1.89967449374012,5.1018150527107,1.68428706198028,2.2694385024552,0.478003885002592,0.281277450605796,0.161090637853667,0.111295729637239,0.0640131281426253,0.149120213339002,0.0451869016450949,0.0885646181141991,0.0923461167765852
0.48786697333254,8.71025030814557e-07,3.5924809034964e-07,6.36641389404598,15.3061412961402,15.887632242106,18.4409210600409,8.5706716664814,19.0176955704546,14.9522165076533,14.0917245303759,21.0585403182353,21.5505935340479,22.3636901487716,17.6395521172485,110.726341587505,27.5878973339671,0.00433492482945709,1.81202303823058,0.689480810754098,2.68636973253247,0.392372617144018,2.53366652850438,0.162546461085315,0.0738354289479167,0.0800711721260418,0.0411052018920711,0.0511095730678702,0.0568104966530939,0.187008119876672,0.00881307221138886,0.0335938636993924
0.385404138810828,8.12522430002478e-07,2.43346483292878e-07,5.93132433401464,12.4412824545232,13.3275197160207,14.8594014699752,16.5507364648459,10.0140591149864,13.3165134946205,19.3026637792719,20.1487408402049,13.1371641820891,18.0690606127353,18.1242726106747,25.3008709117402,25.0288380527201,0.00541133238202949,2.04790164596063,0.761821711155692,2.59078654636025,0.635961836770966,1.70713395477119,0.265783984589342,0.0657425705755928,0.0442612278931674,0.0328354817105092,0.038035122209477,0.0585187641194504,0.1151654918133,0.0718133480056649,0.0523400073187132
0.348967351713456,3.88838330528743e-07,5.6545934921547e-08,0.93826285622907,2.4800764756019,4.66338027449341,5.75583172719477,5.16811871901213,7.97871405456215,6.21611285329655,8.60624791172281,5.28488527760878,5.80803835935359,4.62077618796934,7.1002081087681,8.33764219077874,6.134269223569,0.00631916706756863,2.12863041422929,2.47990138446891,1.15949192507742,1.54208414658406,4.49493322495931,3.29405155230367,2.13130671476434,1.00061673336211,0.866925350777342,1.70634175410803,1.15473254193492,0.681050848647952,0.297412183911793,0.190716366467139
0.272667810633937,4.01223278539528e-07,1.09382829535615e-07,1.1562743457444,2.1419711057807,10.7896208489781,3.70801358233169,9.26788755878725,8.88896121067824,5.657064545092,8.5191144178931,9.05322069164684,8.01915963953205,7.8554910364521,11.2448489275145,9.98626780408363,12.8322545004087,0.00734641423641291,1.96080579249123,2.35590900026208,1.02067334042019,4.48650204433131,2.67996541093732,1.18124269515905,1.17894071429948,0.5626275161552,1.39005451685679,0.916347116624656,0.158571525823893,0.131847352113974,0.157177588572985,0.112412587462207
0.294086526092002,3.81786128791519e-07,5.69887727445773e-08,1.36993425514989,3.976258049153,5.14272150953645,3.91262498955921,5.67914806906557,3.62027461474112,1.87087524137764,3.8620049909958,3.54908705082185,7.15040762137489,13.4435332669877,23.6941520595148,7.277496541862,5.6495527332676,0.00667237877142419,2.10038910539431,2.93786649577705,1.7514076217783,4.10140915452061,3.53325993134928,2.13038460810564,1.4949667513487,0.992093438657461,1.95725200358441,0.979606308948118,0.250999471368717,0.0552351752334409,0.110468255245008,0.143481321501631
0.397910702221372,3.92551222943459e-07,1.19753203630191e-07,4.86826602830059,5.25867317691196,3.8833165384279,3.77425524824734,6.32037315657701,5.55776325117375,10.2627983287209,9.58373500984294,14.9823901028758,15.9762677209022,29.6356836684547,28.3292287081352,23.9029935796699,33.5971315867578,0.00513934927441593,1.78208131977622,0.883758869893858,1.02830329464513,0.811830073413469,0.240944232358518,0.438044985491452,0.846222248521142,0.56768825802435,0.194702509133293,0.0932946703817093,0.0475711054543593,0.023627801358269,0.0854882070039574,0.142715600937601
0.320806717236611,3.26976153968437e-07,9.95603922187121e-08,3.6251186513377,3.98684432340483,6.41566105753325,5.83064754458613,5.37538333818402,5.43740321046904,7.42949674971889,11.3331835912188,8.02754276938801,11.1129789918339,8.86205876562545,16.6066750062482,27.2991792973623,16.175370967973,0.0076783047976656,0.956796199445366,1.80490739784866,0.59806496777681,0.415639411040938,0.285088442186898,0.281787564171603,0.531967057375686,0.213396844803594,0.113153380220028,0.0443698739973401,0.0316280191931262,0.0236704158992528,0.0669182541389277,0.0834634903102817
0.32469802667208,4.63118039953334e-07,1.01805530599266e-07,3.49056907039986,4.54195084195834,4.40886170879066,5.51477770901595,5.76671999072398,3.86532741169029,5.20352939150389,5.484710687815,8.53333896797906,6.22236838873929,7.97411592924031,6.97969005576266,8.62882501104041,21.64554125083,0.00904067311841796,1.04519991156895,1.6132133970778,0.640382062614729,0.432002536843667,0.28969110035134,0.369281442714124,0.615429011453253,0.432749197676263,0.134101100013865,0.0816308056614591,0.0572895471924384,0.0826603077098799,0.293051453384993,0.242642831474649
0.501387817028894,1.91982523495032e-06,1.10317710093264e-07,1.66318887586667,2.43613251294616,3.57779107979655,4.33794589612069,6.66806328950534,6.79088273811106,15.92228979885,15.8708267456723,17.0797478656659,37.6539691031547,19.5963216205951,90.6726838849674,30.5115291856802,67.4891512830676,0.024624068805483,1.64769954006963,1.57189936669611,1.27455747996351,5.01348099763449,1.90849731469743,0.566758433497488,0.318949847321329,0.688498455807677,0.268751594839167,0.0340599761563534,0.0459898709209624,0.00718681279086609,0.0215425186883151,0.00739665534703633
